Date,Species,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Tmax_x,Tmin_x,Tavg_x,Depart_x,DewPoint_x,WetBulb_x,Heat_x,Cool_x,Sunrise_x,Sunset_x,Depth_x,Water1_x,SnowFall_x,PrecipTotal_x,StnPressure_x,SeaLevel_x,ResultSpeed_x,ResultDir_x,AvgSpeed_x,Tmax_y,Tmin_y,Tavg_y,Depart_y,DewPoint_y,WetBulb_y,Heat_y,Cool_y,Sunrise_y,Sunset_y,Depth_y,Water1_y,SnowFall_y,PrecipTotal_y,StnPressure_y,SeaLevel_y,ResultSpeed_y,ResultDir_y,AvgSpeed_y
2007-05-29,1,41.731922,-87.677512,8,5,0,88,60,74,10,58,65,0, 9,0421,1917,0,0,0.0,0.00,29.39,30.11,5.8,18,6.5,88,65,77,0,59,66,0,12,0,0,0,0,0,0.00,29.44,30.09,5.8,16,7.4
2007-05-29,2,41.731922,-87.677512,8,1,0,88,60,74,10,58,65,0, 9,0421,1917,0,0,0.0,0.00,29.39,30.11,5.8,18,6.5,88,65,77,0,59,66,0,12,0,0,0,0,0,0.00,29.44,30.09,5.8,16,7.4
2007-05-29,0,41.891126,-87.61156,5,1,0,88,60,74,10,58,65,0, 9,0421,1917,0,0,0.0,0.00,29.39,30.11,5.8,18,6.5,88,65,77,0,59,66,0,12,0,0,0,0,0,0.00,29.44,30.09,5.8,16,7.4
2007-05-29,1,41.891126,-87.61156,5,2,0,88,60,74,10,58,65,0, 9,0421,1917,0,0,0.0,0.00,29.39,30.11,5.8,18,6.5,88,65,77,0,59,66,0,12,0,0,0,0,0,0.00,29.44,30.09,5.8,16,7.4
2007-05-29,0,41.999129,-87.795585,8,1,0,88,60,74,10,58,65,0, 9,0421,1917,0,0,0.0,0.00,29.39,30.11,5.8,18,6.5,88,65,77,0,59,66,0,12,0,0,0,0,0,0.00,29.44,30.09,5.8,16,7.4
2007-05-29,0,42.01743,-87.687769,8,1,0,88,60,74,10,58,65,0, 9,0421,1917,0,0,0.0,0.00,29.39,30.11,5.8,18,6.5,88,65,77,0,59,66,0,12,0,0,0,0,0,0.00,29.44,30.09,5.8,16,7.4
2007-05-29,1,41.907645,-87.760886,8,1,0,88,60,74,10,58,65,0, 9,0421,1917,0,0,0.0,0.00,29.39,30.11,5.8,18,6.5,88,65,77,0,59,66,0,12,0,0,0,0,0,0.00,29.44,30.09,5.8,16,7.4
2007-05-29,1,41.732984,-87.649642,8,1,0,88,60,74,10,58,65,0, 9,0421,1917,0,0,0.0,0.00,29.39,30.11,5.8,18,6.5,88,65,77,0,59,66,0,12,0,0,0,0,0,0.00,29.44,30.09,5.8,16,7.4
2007-06-05,0,41.95469,-87.800991,9,3,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.95469,-87.800991,9,5,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,2,41.95469,-87.800991,9,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.974089,-87.824812,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.974089,-87.824812,8,2,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.9216,-87.666455,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.9216,-87.666455,8,2,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,2,41.9216,-87.666455,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.891118,-87.654491,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.867108,-87.654224,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.867108,-87.654224,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,2,41.867108,-87.654224,8,2,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.896282,-87.655232,8,2,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.919343,-87.694259,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.919343,-87.694259,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.921965,-87.632085,8,3,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.688324,-87.676709,8,4,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.720848,-87.666014,9,2,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.731922,-87.677512,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.731922,-87.677512,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,2,41.731922,-87.677512,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.999129,-87.795585,8,2,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.999129,-87.795585,8,9,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.907645,-87.760886,8,3,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.732984,-87.649642,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.981964,-87.812827,8,2,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.944869,-87.832763,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,42.011601,-87.811506,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.94983,-87.698457,9,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.979243,-87.750938,9,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.986921,-87.689778,9,2,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.801498,-87.763416,9,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.906638,-87.701431,9,3,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.723195,-87.64997,5,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.868077,-87.666901,9,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.868077,-87.666901,9,7,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.869216,-87.627561,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.662014,-87.724608,8,2,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.662014,-87.724608,8,4,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,2,41.662014,-87.724608,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.961743,-87.76007,9,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.961743,-87.76007,9,2,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.953067,-87.776792,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.953067,-87.776792,8,3,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.878114,-87.629798,3,3,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.958271,-87.702575,9,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.958271,-87.702575,9,2,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.932094,-87.700117,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.994469,-87.667736,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,42.006858,-87.675919,9,2,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.916265,-87.800515,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.916265,-87.800515,8,10,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.846075,-87.716277,9,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.918705,-87.752329,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.682587,-87.707973,9,3,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.682587,-87.707973,9,8,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.725517,-87.614258,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,0,41.948167,-87.730698,8,2,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.948167,-87.730698,8,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,41.963976,-87.69181,9,1,0,64,47,56,-9,48,51,9, 0,0417,1923,0,0,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,0,47,52,8, 0,0,0,0,0,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-26,0,41.95469,-87.800991,9,1,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,1,41.95469,-87.800991,9,4,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,3,41.95469,-87.800991,9,1,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,0,41.994991,-87.769279,9,1,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,1,41.994991,-87.769279,9,4,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,1,41.974089,-87.824812,8,1,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,0,41.9216,-87.666455,8,1,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,1,41.9216,-87.666455,8,1,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,0,41.891118,-87.654491,8,1,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,1,41.891118,-87.654491,8,6,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,0,41.867108,-87.654224,8,2,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,1,41.896282,-87.655232,8,1,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,1,41.919343,-87.694259,8,1,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,0,41.688324,-87.676709,8,1,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,0,41.688324,-87.676709,8,1,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,1,41.688324,-87.676709,8,2,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,1,41.731922,-87.677512,8,5,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,0,41.891126,-87.61156,5,1,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
2007-06-26,1,41.891126,-87.61156,5,1,0,92,70,81,10,69,72,0,16,0418,1931,0,0,0.0,0.16,29.39,30.11,6.1,22,7.1,91,73,82,0,69,72,0,17,0,0,0,0,0,  T,29.45,30.09,7.3,21,8.1
